id,act,tier,start_tc,end_tc,duration_s,speech_ratio,text,reason
G026,5,OPTIONAL,01:10:52:07,01:11:16:22,24.66,0.0,(no dialogue),"possible visual moment, needs human review"
X107,5,CUT,01:11:16:22,01:11:22:00,5.09,0.46,That was great to hear. Parents trailer last summer. Yeah.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K159,5,MUST,01:11:22:00,01:11:37:18,15.76,0.62,"Nope. That was bad. That was really bad. Just a little bit. Yeah. Okay. That was not not. That was also bad. Let's try again. Let's try again. I was all so bad. See, I'm not a golfer.","Lands the whole running thread of the crew being terrible at golf: 'That was bad. That was also bad. Let's try again. See, I'm not a golfer.'"
X108,5,CUT,01:11:37:18,01:11:42:09,4.62,0.44,So you just got a full house?,Dice game and an extended technical tangent on intumescent paint and spray machines. Does not move the story.
G027,5,OPTIONAL,01:11:42:09,01:11:50:14,8.25,0.0,(no dialogue),"possible visual moment, needs human review"
X109,5,CUT,01:11:50:14,01:14:21:08,150.89,0.62,"Two sixes. All three of them go. Yeah, I'd be chasing those sixes. What's three of a kind word? Three at once or nothing for three of a kind. Three at once or three at a time. You could do whatever y…",Dice game and an extended technical tangent on intumescent paint and spray machines. Does not move the story.
K160,5,MUST,01:14:21:08,01:14:54:22,33.6,0.77,"Hey, guys. Thank you everybody, for for coming today. We have to adapt sometime. Oh, I'll hold it like this. There you go. In construction, we have to have that fast sometimes, right? So today we did…",Dinner speech opens by paying off act 1's problem: 'we thought we were going to have a shotgun. And guess what? We didn't. Thanks to the team for having reacted that fast.'
X110,5,CUT,01:14:54:22,01:14:57:11,2.56,0.98,So just quick.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K161,5,MUST,01:14:57:11,01:15:46:08,48.92,0.83,So the tournament that we saw today started because of the FCC this week is the week. Okay FCI is for Firestore. And my good friend Jeremiah where is Jeremiah. Barney you. Oh I thought you were hidin…,"The origin story told back to the room - 'mind if I organise a game of golf with a few friends' turning into a tournament of more than eight people. Ends on 'Thank you, Jeremiah' into applause."
X111,5,CUT,01:15:46:08,01:15:52:21,6.56,0.0,(no dialogue),Applause after the thank-you to Jeremiah. Trimmed so the origin story and the 'that describes us very well' beat become two segments instead of one 88s block.
K162,5,SHOULD,01:15:52:21,01:16:24:23,32.12,0.92,"So I guess it even like describe us very well at premium. I'll tell you why. Because everything we start we kind of started to we're going to do it just, you know a little bit and it's a new division…","'That describes us very well at Premium' - the same escalation applied to the business, from one division to caulking, fireproofing and drywall across six provinces."
X112,5,CUT,01:16:24:23,01:16:32:20,7.88,0.7,So where's Victor? Victor is not here. Not yet. Like something I don't know.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K163,5,MUST,01:16:32:20,01:16:51:20,19.0,0.96,"Okay, so last September, we opened Ottawa division. And it's going to be a year now. And last week I can announce that we made an acquisition with Skn in Montreal. So we're now in Ottawa, Quebec and…","Genuine news, announced live: the Ottawa division's first year and last week's Montreal acquisition, buttoned with 'Thank you'. Ends into applause."
X113,5,CUT,01:16:51:20,01:16:58:05,6.4,0.0,(no dialogue),"Applause after the acquisition announcement. Good sound, but 6.4s of it is a hole - trimmed to make the cut into the judo callback."
K164,5,SHOULD,01:16:58:05,01:17:04:22,6.72,0.92,You also got to see my judo team here today. Did you who got thrown around a little bit.,Short callback to act 4 from the podium: 'You also got to see my judo team here today. Who got thrown around a little bit.' Deliberately brief between two longer blocks.
X114,5,CUT,01:17:04:22,01:17:19:02,14.16,0.28,There you go. Here you go. Thank you. Very gentle. Never hurt me that.,'There you go. Here you go. Thank you. Very gentle. Never hurt me that.' - fragmentary handover chatter with two dead pauses inside it.
K165,5,SHOULD,01:17:19:02,01:17:54:12,35.44,0.97,"So thank you guys for participating in that. Also, judo is a big, big part of who I am. And and what happened to me in the past. And we're very involved in judo throughout Canada. So we're a national…","'Judo is a big, big part of who I am, and what happened to me in the past' - the personal version of what act 4 discovered on the course, through Judo Canada, Jessica Clinch and the Otoshi club with Malcolm."
X115,5,CUT,01:17:54:12,01:18:00:13,6.05,0.89,"I'm the founder of the club, but I have that in my heart. Pretty, pretty, pretty close.","'I'm the founder of the club' is the fourth time that is said (45:31, 58:36, 1:02:13), and 'pretty, pretty, pretty close' is a stumble on the same point 'very close to my heart' makes better ten seconds later."
K166,5,MUST,01:18:00:13,01:18:26:13,26.03,0.9,"Last week, because of the Montreal acquisition, I made a partner with Judo Quebec. So we're now sponsoring Judo Quebec. Also very important for us to participate in the community helping kids and and…","The emotional core: sponsoring Judo Quebec, and why - 'helping kids, giving them a way of life and keeping them out of the streets, something very close to my heart.'"
X116,5,CUT,01:18:26:13,01:18:33:16,7.16,0.0,(no dialogue),Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K167,5,MUST,01:18:33:16,01:18:43:21,10.2,0.74,"So after this, I hope that this tournament is going to become an annual tournament. Yeah, okay.",'I hope that this tournament is going to become an annual tournament.' The forward-looking beat.
X117,5,CUT,01:18:43:21,01:19:07:20,24.0,0.86,"We have to know there's no way we came back down a little earlier. Yeah. So but the first thing I know, I went ahead of myself. I really want to tank everybody here that made it possible. Or clients,…","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K168,5,MUST,01:19:07:20,01:19:42:06,34.44,0.9,"Everybody that makes it possible. Everybody with my team, you're all very close to our heart, very important. And I can't decide myself which one is more important, my clients or my employees. Okay,…","The thesis of the whole event: 'If I have 100 clients, no employees, I can't do nothing. If I have 100 employees with no clients, I can't do nothing. So for me, they both come first.'"
X118,5,CUT,01:19:42:06,01:19:53:23,11.72,0.94,"Thank you. And really, it's really what we were pushing through. And we're doing our best every day. We're not perfect, but we're there to serve you.","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K169,5,OPTIONAL,01:19:53:23,01:20:15:01,21.08,0.93,"And we're there to serve them. The employees, they don't work for us. We work for them. We're there to support them. We're there to work as a team and make them as best as we can. Okay, so my job is…","'The employees, they don't work for us. We work for them.' Strong, but it restates the line above."
X119,5,CUT,01:20:15:01,01:20:28:15,13.6,0.77,That's what we push every day. So that's how we that's I know that's what I'm trying to do and what else I have to say. Do you have something to eat? Do anybody else wants to come here and say someth…,"Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K170,5,SHOULD,01:20:28:15,01:20:46:04,17.56,0.89,"Yeah. Well thank you. And take thank you for organizing this, guys. Thank you, Jeremy and everybody else that participated in in the organization. Nice cause, nice weather and great people. So thank…","Closes the speech: 'Nice cause, nice weather and great people. Thank you very much.'"
G028,5,OPTIONAL,01:20:46:04,01:20:55:10,9.28,0.0,(no dialogue),"possible visual moment, needs human review"
X120,5,CUT,01:20:55:10,01:21:00:05,4.8,0.95,Have the prizes and announce the winners. Right. Because we're going to do that as well. I'm guessing right.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K171,5,OPTIONAL,01:21:00:05,01:21:09:02,8.88,0.81,"Unless it's already announced, I don't know. Everyone's a winner. Everyone's a winner. Yes. You all get a participation trophy. And I'm just kidding.",'Everyone's a winner. You all get a participation trophy. I'm just kidding.'
X121,5,CUT,01:21:09:02,01:21:17:04,8.08,0.55,"But yeah, before we we go off to that. We'd like to thank our sponsors. We'll take a second.","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K172,5,OPTIONAL,01:21:17:04,01:21:58:09,41.24,0.8,"Yeah. Okay. So. So thank you for making today possible. Without our sponsors, we wouldn't have had such a wonderful day. So thank you. To annotate manufacturing green food energy solution Kent Pro, A…","The sponsor thank-you list. Necessary for the client, but it is a list."
X122,5,CUT,01:21:58:09,01:22:02:04,3.8,0.96,So we're gonna we're going to start this. Oh it's already been fixed.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K173,5,OPTIONAL,01:22:02:04,01:22:18:16,16.52,0.71,"Yeah. Okay. So closest to the pin. Number two Brian hun. Sorry I wasn't sure. It's it's the handwriting. Sorry. Bad writing. Here you go. Congratulations. Congratulations. Oh, you get this too.","First prize handed out, plus 'Sorry, I wasn't sure - it's the handwriting.'"
X123,5,CUT,01:22:18:16,01:22:31:19,13.16,0.72,"Oh, don't go too far, actually. Oh, just actually, just stand here for the next four. This is the top golf player. Yeah. Okay. Okay.","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K174,5,OPTIONAL,01:22:31:19,01:22:40:23,9.16,0.87,"Next one here. Oh, sorry. Oh oh. Whoa whoa whoa. Sorry. I'm ruining your setup. Sorry. No, no, no, I'm looking at the name. Oh, okay.","'Whoa whoa whoa, sorry, I'm ruining your setup.'"
K175,5,OPTIONAL,01:22:41:00,01:22:59:15,18.64,0.91,"All right. Closest to the pin at the hole. 13. Matt. Joyce. Yes, sir. Yes, sir. Congratulations. Come claim your prize. Prizes. Here you go. Congratulations. You get this stuff too. Here you go. Ther…","Closest to the pin at 13, plus 'There's a lunch in there. I'm kidding, I don't know what's in there.'"
X124,5,CUT,01:22:59:15,01:23:16:14,17.0,0.81,"So there's actually a prize from Wilson Insurance. Just where? What do you mean? The donate at that price. Oh, yeah. Wilson donated this prize, so. Thank you. Thank you. Wilson. Okay. Longest drive a…","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
G029,5,OPTIONAL,01:23:16:14,01:23:24:20,8.24,0.0,(no dialogue),"possible visual moment, needs human review"
X125,5,CUT,01:23:24:20,01:23:33:02,8.28,0.61,"All right. All right. Oh, they did a shorty today. I figured. Congratulations. Here you go.","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K176,5,OPTIONAL,01:23:33:02,01:23:46:23,13.88,0.81,"You get this as well? No, we got to take it. No, not going to take the Wilson's. I'll just go to work and. Come on. Oh, okay. Well, donated to say. Hey, you want the premium hat? At least the hat. Oh…",The winner refusing the donated prize and taking the hat instead.
X126,5,CUT,01:23:46:23,01:23:50:01,3.08,0.82,"This is the last one. Yeah, that's the last for the easiest.",Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K177,5,SHOULD,01:23:50:01,01:24:11:01,21.04,0.7,"All right. And longest drive at number hole 18. Sorry, Ryan. Hum. Again. Okay. You want a second hat? Cooler, though. He already has one. You want a second cooler? At least give it to your buddy next…",Same guy wins twice: 'You want a second hat?... You want a second cooler? At least give it to your buddy next door.'
X127,5,CUT,01:24:11:01,01:24:16:11,5.4,0.0,(no dialogue),Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K178,5,MUST,01:24:16:11,01:24:37:07,20.84,0.73,"Okay, so this is the winning team. Okay, so the winning team for today. You guys ready? Okay. So winning team. Can you guys guess so team with Tom Bishop, Mike Masal Brian Hum and Matt Joyce. Congrat…","The payoff the whole day has been asking about - the winning team announced, ending on 'Congratulations' into applause."
X128,5,CUT,01:24:37:07,01:24:41:16,4.4,0.24,Oh yeah.,"Applause after the winning team is announced, plus a stray 'Oh yeah'. Trimmed so the announcement and the score reveal are two segments."
K179,5,MUST,01:24:41:16,01:25:06:16,25.04,0.79,"Sorry with the score. Know what? Okay. With the score of 57, which is seven strokes better than the second best. I don't know what that means. Oh, that's just bragging rights. Okay. They win a prize…","'Seven strokes better than the second best.' / 'I don't know what that means.' / 'That's just bragging rights.' / 'No, you guys don't win a prize.'"
X129,5,CUT,01:25:06:16,01:25:30:00,23.33,0.47,"You guys all your tickets in hand and we'll we'll pick some numbers with the prizes. The winning team. It's a fortune. Yeah, yeah, yeah. All right. Start with this one. Yeah. Just grab whatever. Just…","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K180,5,OPTIONAL,01:25:30:00,01:25:49:09,19.4,0.71,"Okay. All right. So this first prize is from bird stairs. Yeah. What's in this? Got a cooler bag? You got a leaf blower, a cooler bag battery and a battery. There you go. All right. So I'll pick a ti…","The raffle begins - what's in the first prize, 'I'll pick a ticket, I won't look, I promise.'"
X130,5,CUT,01:25:49:09,01:25:56:08,6.96,0.67,So number. I just say the last three. Yeah. Is that good? Start there and keep going back if we have.,Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
K181,5,OPTIONAL,01:25:56:08,01:26:10:13,14.24,0.61,"All right. Number six. Six. One. Come claim your prize. Six. Six. One. Hey, we got a winner. All right. Congratulations.",First raffle number drawn and claimed.
X131,5,CUT,01:26:10:13,01:29:33:11,203.09,0.62,"Okay. All right. Lose, bro blower. That's awesome. Yeah. Thanks, bird. Yeah. Thank you. Thank you. Bird. Stairs. All right. Next. This man is this. This and this. Okay. All right. Next. We got a priz…",Long stretch of raffle numbers being read out and claimed. Repetitive - keeping only the reactions that land.
K182,5,SHOULD,01:29:33:11,01:29:54:01,20.6,0.61,Okay. All right. Winner 300. 300 300. Oh. This year. Congratulations. That was coming. Awesome. Hey. Good job you got a TV?,"Big prize reaction: 'That was coming.' / 'Good job, you got a TV?'"
X132,5,CUT,01:29:54:01,01:30:29:04,35.19,0.44,All right. Is this from I knew this one a little barbecue? Yeah. From Kent. Wise. Cantu. Kent. Buildings wise. I'm going into corners because. Dude. Okay. And the lucky winner is number six. Nine for…,"Long stretch that does not move the story forward - repeated material, transit chatter or logistics."
K183,5,MUST,01:30:29:04,01:30:39:01,9.88,0.42,Who got that? Welcome. No way! You rats! Are you. I gotta take it.,The most genuine reaction of the night: 'No way! You rats!'
X133,5,CUT,01:30:39:01,01:32:03:13,84.56,0.55,"Yeah. Okay. Like that guy. Congratulations. Thank you. Okay. Next one. Yeah. So the only thing about this was donated by obviously healthy. Yeah, but we're waiting on one more case. One more case. On…",More raffle number reading.
K184,5,OPTIONAL,01:32:03:13,01:32:14:21,11.36,0.57,"Dave, you can't win by that debut. Come on. I can't count that. They're not mine. No. Sorry. You were so heavily invested. We were born.","'Dave, you can't win by that... they're not mine.' / 'You were so heavily invested.'"
X134,5,CUT,01:32:14:21,01:32:49:10,34.56,0.49,"All right. I thought it was his ticket. Scrambling. Trying to. Okay, we'll draw again. So, number 118 for the cooler in the hat. 118. Sorry. Oh. Is this it? Is that. Is this it? Or is that another on…","Long stretch that does not move the story forward - repeated material, transit chatter or logistics."
K185,5,SHOULD,01:32:49:10,01:32:54:22,5.52,0.86,"Seven. I think no one wants this cooler man. The cooler, not the lunchbox. Three, three.","'I think no one wants this cooler, man.'"
X135,5,CUT,01:32:54:22,01:33:08:16,13.76,0.4,"Seven stairwells. You know, he found it. He was like, you're not gonna wrap it again? No. Oh. This guy.","Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K186,5,SHOULD,01:33:08:16,01:33:16:14,7.92,0.72,"There you go. You didn't want it. Now you have it, I don't need another one, but I'll give it to someone. Just give it to someone. Yeah.",Payoff of the cooler gag: 'You didn't want it. Now you have it.' / 'I'll give it to someone.'
X136,5,CUT,01:33:16:14,01:33:45:14,29.04,0.63,"I'm not gonna keep it wrong. Tickets for the same thing. Yeah, yeah. All right. This guy here. This guy? Who's this? Tech and tech and no tech. All right. From no tech. Next price from no tech. Guys…","More raffle number reading, up to the grand prize."
K187,5,OPTIONAL,01:33:45:14,01:33:50:10,4.84,0.82,You gotta draw four times for a lunch box. One. Two. Two. When it comes to tools.,'You gotta draw four times for a lunch box.'
X137,5,CUT,01:33:50:10,01:34:27:17,37.32,0.7,"Yeah. Here you go, guys. I want to leave it there for now. Yeah. Yeah. Sure, sure. I'll put it back on the table. Yeah, yeah, yeah. All right. All right. Next from Hilti. And there's missing one. Rig…","More raffle number reading, up to the grand prize."
G030,5,OPTIONAL,01:34:27:17,01:34:36:14,8.88,0.0,(no dialogue),"possible visual moment, needs human review"
X138,5,CUT,01:34:36:14,01:35:01:09,24.81,0.42,"Dave, you have anyone else's tickets to. Nobody? Okay, we'll draw again. Six. Seven. Three. Six. Seven. Three. Oh, right. Over here. Hey. Congratulations. Thank you. You're gonna.","More raffle number reading, up to the grand prize."
K188,5,MUST,01:35:01:09,01:35:30:17,29.36,0.85,"So first off, I want to thank premium MD for hosting this gentleman. That is chairman. Really appreciate you bringing you bring together. I was an amazing day for the weather and just sitting on the…","The grand prize - a heat pump from Green Foot, introduced by the sponsor who was interviewed back in act 2."
X139,5,CUT,01:35:30:17,01:35:42:06,11.56,0.24,Check his pockets. Are you wisely. We're going to have a lot.,"Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K189,5,OPTIONAL,01:35:42:06,01:35:49:19,7.56,0.85,Last three numbers 54321543.,The grand prize number read out.
X140,5,CUT,01:35:49:19,01:36:06:23,17.2,0.3,They're going to raise your 32.11 on the Hummer.,"Filler between kept beats: acknowledgements, half-sentences and logistics already visible on screen."
K190,5,MUST,01:36:06:23,01:36:12:11,5.51,0.38,Everyone's gonna hate this guy. No.,'Everyone's gonna hate this guy.' The button on the raffle.
G031,5,OPTIONAL,01:36:12:11,01:36:20:12,8.05,0.0,(no dialogue),"possible visual moment, needs human review"
K191,5,SHOULD,01:36:20:12,01:36:35:13,15.04,0.32,"You're tired. I gotta go. My team. Yeah. No doubt man. Yeah. Yeah, right up in that house. There's nothing.",The reflection at the end: 'You're tired.' / 'I gotta go. My team.' Quiet close on a long day.
X141,5,CUT,01:36:35:13,01:36:37:12,1.96,0.0,(no dialogue),Short connective crosstalk between kept beats - nothing said that the next beat does not carry.
